time,addbrev_r,addlong_r,addmagDist_r,addmagIsch_r,addmagMid_r,addmagProx_r,bflh_r,bfsh_r,edl_r,ehl_r,fdl_r,fhl_r,gaslat_r,gasmed_r,glmax1_r,glmax2_r,glmax3_r,glmed1_r,glmed2_r,glmed3_r,glmin1_r,glmin2_r,glmin3_r,grac_r,iliacus_r,perbrev_r,perlong_r,piri_r,psoas_r,recfem_r,sart_r,semimem_r,semiten_r,soleus_r,tfl_r,tibant_r,tibpost_r,vasint_r,vaslat_r,vasmed_r,addbrev_l,addlong_l,addmagDist_l,addmagIsch_l,addmagMid_l,addmagProx_l,bflh_l,bfsh_l,edl_l,ehl_l,fdl_l,fhl_l,gaslat_l,gasmed_l,glmax1_l,glmax2_l,glmax3_l,glmed1_l,glmed2_l,glmed3_l,glmin1_l,glmin2_l,glmin3_l,grac_l,iliacus_l,perbrev_l,perlong_l,piri_l,psoas_l,recfem_l,sart_l,semimem_l,semiten_l,soleus_l,tfl_l,tibant_l,tibpost_l,vasint_l,vaslat_l,vasmed_l
0.0,0.01006513,0.01004079,0.0172011,0.04590552,0.01022668,0.01007783,0.07693633,0.01173649,0.12479874,0.01005243,0.05757308,0.07395448,0.01001086,0.01001113,0.10848404,0.17850732,0.09387653,0.13332287,0.09885329,0.09845952,0.03223645,0.03566198,0.03739245,0.01066183,0.01006905,0.20882313,0.38863034,0.05411482,0.01004578,0.01002839,0.01022819,0.1192061,0.03605221,0.01000254,0.01194837,0.37651532,0.01000615,0.01558583,0.03374984,0.01947367,0.01004855,0.01003189,0.01011565,0.02036503,0.01005256,0.01003921,0.10496151,0.02917865,0.03261626,0.01008485,0.01365269,0.01288051,0.05108502,0.01184973,0.02188863,0.12247191,0.01009144,0.11406805,0.01029625,0.01004067,0.0249217,0.01029991,0.01010174,0.01024573,0.01012222,0.0360333,0.07141923,0.01003815,0.01004675,0.01000736,0.01585973,0.22278977,0.08728182,0.01002016,0.01015657,0.04456075,0.01001755,0.01001517,0.01000484,0.01000951
0.01,0.01006105,0.01003744,0.01677357,0.04688621,0.01023154,0.01007315,0.07744706,0.0121405,0.1310693,0.01005068,0.05837205,0.07415556,0.01000995,0.01000848,0.11593236,0.18930028,0.09353436,0.15102309,0.10944227,0.10677967,0.03739401,0.04079051,0.04195056,0.01075248,0.01006858,0.2177738,0.40681145,0.05843509,0.01004222,0.01002772,0.01030566,0.12231806,0.03649307,0.01000237,0.01369932,0.39337979,0.01000579,0.01928667,0.04992195,0.02709247,0.01017363,0.01008465,0.01101709,0.01940516,0.01023639,0.01012382,0.09996942,0.03035781,0.03242513,0.01019637,0.01337301,0.01248071,0.03565931,0.01400814,0.01299484,0.05429353,0.01067992,0.05079656,0.01047288,0.01011574,0.01630675,0.0106674,0.01031122,0.01276604,0.0104442,0.0332914,0.06499551,0.0101078,0.01010831,0.01000788,0.01743524,0.1933253,0.08340031,0.01002266,0.01014893,0.04186186,0.01002123,0.01001404,0.01000447,0.01000885
0.02,0.01005142,0.01003274,0.01274051,0.04713621,0.01010136,0.01006058,0.0777318,0.01058102,0.13529696,0.0100504,0.05763116,0.07210552,0.01000935,0.01000701,0.12510431,0.20219421,0.09178683,0.17275333,0.12288332,0.11773629,0.04364655,0.0471751,0.04773859,0.01018364,0.0100626,0.22083761,0.41486231,0.06470629,0.0100388,0.01002737,0.01013953,0.12603104,0.03651994,0.01000222,0.0134538,0.40273186,0.01000553,0.0216754,0.06503073,0.03438793,0.01487309,0.02670533,0.01064328,0.01034499,0.01189555,0.01091756,0.08290181,0.03923396,0.03085887,0.01010514,0.01142891,0.01091847,0.02925611,0.01986886,0.01004748,0.01003598,0.010052,0.01017051,0.01006445,0.01004539,0.01096387,0.01019586,0.0101497,0.0286641,0.03139561,0.03376367,0.06716965,0.01008057,0.02159466,0.01000822,0.02381645,0.16737463,0.0815868,0.01002003,0.01010938,0.04501231,0.01001741,0.01001102,0.01000347,0.01000694
0.03,0.01004456,0.01002838,0.01332912,0.04557874,0.01009859,0.01005254,0.07657783,0.01191532,0.13810472,0.01005233,0.05592215,0.06847288,0.01000879,0.01000604,0.13545867,0.21590317,0.08706343,0.19726856,0.13863629,0.1313164,0.05125215,0.05507322,0.05520092,0.01035587,0.01005907,0.21976601,0.41572938,0.07400112,0.01003516,0.01002707,0.01023477,0.12835879,0.03646564,0.01000206,0.02063302,0.40773564,0.01000535,0.02625605,0.07872427,0.0410851,0.03394204,0.07394044,0.01014445,0.01005903,0.01423787,0.02076954,0.05097018,0.05543652,0.03612629,0.01008103,0.01353911,0.01241459,0.02870214,0.03675095,0.01002232,0.01001366,0.01001845,0.01007705,0.01006574,0.01005814,0.0170106,0.01263614,0.01123565,0.04776335,0.09077675,0.03960814,0.07846473,0.01032851,0.08577621,0.01000765,0.04390071,0.14728,0.07817329,0.01001678,0.01109168,0.0541795,0.0100142,0.01000782,0.01000244,0.01000493
0.04,0.01003811,0.0100243,0.01172333,0.04251305,0.01007488,0.01004521,0.07402839,0.01176596,0.13852411,0.01005695,0.05302483,0.06293762,0.01000835,0.01000533,0.14638576,0.22959035,0.07964337,0.22418129,0.15593965,0.14670425,0.05985643,0.064006,0.06371278,0.01023004,0.0100553,0.21388365,0.40759446,0.08544209,0.01003172,0.01002704,0.01021572,0.12937599,0.0355213,0.01000189,0.0281443,0.40780402,0.01000528,0.02979222,0.0917187,0.04734463,0.04713213,0.1064921,0.01006102,0.01003917,0.01262232,0.03083951,0.02459934,0.07007216,0.03956766,0.01005742,0.01357925,0.01230664,0.02843477,0.04981763,0.01001531,0.01000882,0.01001185,0.01006139,0.01005245,0.01004478,0.02343759,0.01671826,0.01259671,0.062578,0.13936873,0.04544225,0.09065939,0.01043292,0.13714051,0.01000723,0.06317908,0.13207166,0.07579826,0.01001442,0.01710802,0.06278915,0.01001184,0.0100061,0.0100019,0.01000385
0.05,0.01003237,0.01002063,0.01062525,0.0379974,0.01005879,0.01003886,0.07030524,0.01132292,0.13575804,0.0100659,0.04882912,0.05513445,0.01000792,0.01000481,0.15747817,0.2426941,0.07009503,0.25197762,0.17360702,0.16314166,0.06909954,0.07352905,0.07284786,0.01013207,0.01005149,0.20310734,0.38960487,0.09900723,0.01002865,0.0100275,0.01016499,0.12900396,0.03385927,0.01000173,0.0383339,0.40351458,0.01000536,0.03309882,0.10354731,0.05297011,0.05422981,0.12600367,0.01004797,0.01002856,0.01101774,0.03622286,0.01180269,0.08175283,0.04302494,0.01006365,0.01294777,0.01168022,0.02749152,0.05795382,0.01001205,0.01000683,0.01000897,0.0100529,0.01004054,0.010034,0.03195061,0.02337916,0.01448235,0.07242665,0.17679167,0.05067089,0.10146413,0.01043306,0.17508216,0.01000713,0.08015895,0.1170483,0.07410344,0.01001263,0.03233207,0.07001157,0.0100103,0.01000523,0.01000163,0.01000332
0.06,0.01002748,0.01001745,0.01026338,0.03208897,0.01004885,0.01003359,0.06550425,0.01108925,0.1297819,0.01008317,0.04387167,0.04554728,0.0100075,0.01000437,0.16846542,0.25491779,0.05892843,0.27959653,0.19071096,0.17979681,0.07864369,0.08326593,0.08211032,0.01009845,0.01004787,0.18776386,0.36158797,0.1147043,0.01002596,0.01002841,0.01014759,0.12700638,0.03153635,0.01000157,0.05038256,0.39653202,0.01000563,0.03609654,0.11403622,0.0579038,0.0551959,0.13349681,0.01003802,0.01002318,0.01031731,0.03557404,0.01021365,0.09021559,0.04738625,0.01006738,0.01234991,0.01116278,0.02588861,0.06144616,0.01001029,0.0100058,0.01000739,0.01005448,0.01003516,0.01002764,0.04272906,0.03301397,0.01739204,0.07718028,0.20397223,0.055338,0.11100403,0.01032465,0.20047255,0.0100073,0.09434757,0.10093918,0.07023586,0.01001103,0.05205759,0.07686828,0.01000917,0.01000472,0.01000148,0.01000301
0.07,0.01002331,0.01001472,0.01011039,0.02457999,0.01004102,0.01002919,0.05964721,0.01058251,0.1225845,0.01011654,0.03981703,0.0367356,0.01000703,0.01000397,0.17929012,0.26634157,0.04658803,0.30625203,0.20673669,0.19574622,0.08819501,0.09293573,0.0909037,0.01007825,0.01004437,0.1681284,0.32321109,0.13247814,0.01002364,0.01002999,0.0101328,0.12304351,0.0281576,0.01000144,0.06349432,0.38834872,0.01000612,0.03865968,0.12303228,0.06209368,0.05103734,0.13112108,0.01003179,0.01002005,0.010109,0.02986401,0.01007436,0.09559932,0.05162482,0.01007961,0.01128228,0.01050685,0.02283734,0.06110519,0.01000932,0.01000523,0.01000646,0.01006743,0.01003319,0.01002391,0.05466736,0.04392612,0.02098997,0.07748064,0.22140977,0.0593037,0.11926612,0.01014274,0.21439124,0.01000782,0.10546834,0.0854094,0.06419253,0.01000954,0.07185206,0.08379003,0.01000836,0.01000445,0.01000141,0.01000285
0.08,0.0100198,0.01001241,0.01008548,0.01687802,0.01003496,0.01002553,0.05236761,0.01063751,0.11514023,0.01023478,0.03709617,0.02985988,0.01000656,0.01000359,0.19007903,0.27720378,0.03304929,0.33126847,0.22163778,0.21050073,0.09744988,0.10237364,0.09863392,0.01006708,0.01004107,0.14461434,0.27504805,0.15210614,0.01002169,0.01003321,0.01014083,0.1161462,0.02392494,0.01000136,0.07755917,0.37591788,0.01000691,0.04080472,0.13033609,0.06545703,0.043575,0.12227107,0.01002761,0.01001806,0.01007986,0.02152806,0.01005374,0.09833768,0.05720872,0.01008125,0.01107146,0.01038749,0.0193319,0.05844267,0.01000881,0.01000492,0.01000587,0.01011821,0.01003461,0.01002321,0.06720636,0.05492137,0.02578916,0.07435122,0.23127367,0.06243034,0.12609702,0.01012761,0.21947551,0.01000874,0.1136798,0.06821107,0.05586616,0.01000818,0.09095934,0.09104271,0.01000783,0.01000436,0.01000139,0.01000281
0.09,0.01001686,0.01001049,0.0100688,0.01208781,0.01003004,0.01002251,0.0428038,0.01081637,0.10453262,0.01121023,0.03399634,0.02419485,0.0100064,0.01000339,0.20117661,0.28780577,0.01923104,0.35403514,0.23567269,0.22480713,0.10606979,0.11156758,0.10526207,0.01005795,0.01003793,0.11753716,0.21900184,0.17228621,0.01002006,0.01003902,0.01017254,0.10446917,0.01886918,0.0100014,0.09293068,0.34854116,0.01000825,0.04233281,0.13555039,0.06780809,0.0356358,0.11132591,0.01002479,0.01001675,0.01006387,0.01529362,0.01004212,0.0986229,0.06278724,0.01008386,0.01094208,0.0103059,0.0165692,0.05330763,0.0100086,0.01000477,0.01000549,0.01228807,0.01003925,0.0100236,0.07872943,0.0648695,0.03044536,0.06982591,0.23545626,0.06431697,0.13065621,0.01012164,0.21880442,0.01001028,0.11897332,0.04824927,0.04506233,0.01000699,0.10808302,0.09863978,0.0100076,0.01000441,0.01000141,0.01000285
