time,pelvis_qw,pelvis_qx,pelvis_qy,pelvis_qz,femur_r_qw,femur_r_qx,femur_r_qy,femur_r_qz,tibia_r_qw,tibia_r_qx,tibia_r_qy,tibia_r_qz,patella_r_qw,patella_r_qx,patella_r_qy,patella_r_qz,talus_r_qw,talus_r_qx,talus_r_qy,talus_r_qz,calcn_r_qw,calcn_r_qx,calcn_r_qy,calcn_r_qz,toes_r_qw,toes_r_qx,toes_r_qy,toes_r_qz,femur_l_qw,femur_l_qx,femur_l_qy,femur_l_qz,tibia_l_qw,tibia_l_qx,tibia_l_qy,tibia_l_qz,patella_l_qw,patella_l_qx,patella_l_qy,patella_l_qz,talus_l_qw,talus_l_qx,talus_l_qy,talus_l_qz,calcn_l_qw,calcn_l_qx,calcn_l_qy,calcn_l_qz,toes_l_qw,toes_l_qx,toes_l_qy,toes_l_qz,torso_qw,torso_qx,torso_qy,torso_qz,humerus_r_qw,humerus_r_qx,humerus_r_qy,humerus_r_qz,ulna_r_qw,ulna_r_qx,ulna_r_qy,ulna_r_qz,radius_r_qw,radius_r_qx,radius_r_qy,radius_r_qz,hand_r_qw,hand_r_qx,hand_r_qy,hand_r_qz,humerus_l_qw,humerus_l_qx,humerus_l_qy,humerus_l_qz,ulna_l_qw,ulna_l_qx,ulna_l_qy,ulna_l_qz,radius_l_qw,radius_l_qx,radius_l_qy,radius_l_qz,hand_l_qw,hand_l_qx,hand_l_qy,hand_l_qz
0.0,0.9992106369782887,0.028354056403952187,0.027808011497222784,0.0009300169107727012,0.9692140630550886,-0.0007788829132282532,-0.098619606655457,0.22560511186756677,0.9999626777186518,0.0002863216225204024,0.002441715492679618,-0.008282464314735088,0.999996270558843,3.469446951953614e-18,-1.3010426069826053e-17,0.0027310928957370584,0.9998657742543848,0.001720543370585444,0.0028511632445280015,-0.01604194730518596,0.9951112366475188,0.07774225149620427,0.05972510609306385,-0.011944904031395143,0.9990608171802441,-0.025172726415709928,-9.35862629197759e-08,0.035267795790696,0.9875931641434975,-0.04399724878984578,0.023766678947545,-0.1488594276751177,0.9954461845582215,-0.0054858830564248695,-0.02445862302439735,-0.09197050883474023,0.9999909508297549,-3.469446951953614e-18,7.37257477290143e-18,-0.004254204814427037,0.9896088158846027,0.015099537892046587,0.025021890283714418,0.140784588949043,0.998810724910645,-0.038379653176643595,-0.029484981637069668,-0.00589693847464165,0.9990608171802439,0.025172726415709924,-9.358626294102626e-08,0.035267795790696,0.9862135897553289,-0.05231870341961193,-0.11821979097670429,-0.10329370588677071,0.9721211609402803,-0.056423346302579475,-0.15709372439766686,-0.16467670205287216,0.9586266191899975,0.06434808078436596,0.0063392348237038924,0.2772257989105168,0.5991219166602085,0.04515554656667184,0.7993819237082361,0.0015638542717755846,1.0,-3.469446951953614e-18,1.8691645453650096e-16,-6.938893903907228e-18,0.9603029891576369,0.1713504658595842,0.18909659380537353,0.11269279070027834,0.86831888468176,-0.11212088490718107,-0.011045560479882864,0.4830416309867514,0.671868658521378,-0.04177236788978894,-0.7394900148597345,0.0014466859762216067,1.0,5.551115123125783e-17,-9.71445146547012e-17,1.1102230246251565e-16
0.01,0.9991929993257871,0.023525441243040568,0.03236952818245335,0.0034809995551684713,0.9717369852639455,0.0036716805197922783,-0.09854123478773494,0.21448397441022815,0.9999877094483981,0.00015866443369856077,0.0014065106948423266,-0.004751579254208299,0.9999982352524714,-1.734723475976807e-18,8.673617379884035e-18,0.0018786942121577221,0.99955739994143,0.003124064266767486,0.005176979181826705,-0.02912805059278803,0.9957000985941482,0.07292071820148828,0.05602098662114181,-0.01120408740489992,0.999048771916,-0.025333559196438284,-9.418420131475369e-08,0.03549312766669166,0.9874910891976388,-0.03639918759192669,0.02231743019885541,-0.1517839919333647,0.994010895579831,-0.00667208815157232,-0.027568466575714667,-0.10553578710060274,0.9999530226727772,-1.734723475976807e-18,1.3010426069826053e-18,-0.009692907075613905,0.9908637903061867,0.01416286421374584,0.023469700661909506,0.13205126083517943,0.9991198817936265,-0.03301900415519518,-0.02536668913367699,-0.005073288054505368,0.999048771916,0.025333559196438284,-9.418420129697277e-08,0.03549312766669167,0.9861185988469036,-0.047101415745621995,-0.1202281459339292,-0.104387540292256,0.9718210260908065,-0.05672008108177646,-0.15543499237293432,-0.16788891802592298,0.959953375497954,0.06332935936017617,0.006238875741519063,0.2728369211499716,0.5969649990986788,0.04524631758714642,0.8009888295809569,0.0015669979088016837,1.0,0.0,-4.087442190270352e-17,6.938893903907228e-18,0.9609000432686178,0.1708395828696063,0.18766287731366754,0.11075914521908818,0.86647037564163,-0.11284923803842803,-0.011117314003488735,0.4861795377624882,0.6699622677312922,-0.041869645651037735,-0.7412121085964648,0.0014500549586400346,1.0,-2.7755575615628914e-17,-8.326672684688674e-17,-2.7755575615628914e-17
0.02,0.9991374983688718,0.02044305434529777,0.036029835244133626,0.0028621415948058837,0.9736267094010813,0.005936061481097022,-0.0926573245241558,0.20839965001635688,0.9999896998790537,0.00014465893781281415,0.0012881454656990922,-0.004349700087438374,0.9999984244124076,-1.734723475976807e-18,5.204170427930421e-18,0.001775154275613755,0.9989722315662591,0.004759905231358087,0.007887779567257829,-0.044380252311305685,0.9971736251666778,0.05914211330467584,0.04543564051347586,-0.009087038952978327,0.9989765067884468,-0.026277770230788797,-9.76945553708003e-08,0.03681599756138901,0.9879246725256948,-0.032019070114047594,0.017488590686644646,-0.1505781184628944,0.9922789621956262,-0.008015958526877934,-0.030719954427273728,-0.11989366118712319,0.9998630045142914,1.734723475976807e-18,1.3010426069826053e-18,-0.016552105716610366,0.9923651966839273,0.01295181666061959,0.021462837987082393,0.12075973435380072,0.999552226978958,-0.02355425578171756,-0.01809544229079769,-0.00361905295291437,0.9989765067884472,0.02627777023078879,-9.769455535952459e-08,0.03681599756138898,0.9859817013228923,-0.0442883435192738,-0.12439900626385024,-0.10199762019429783,0.9727591048545121,-0.05704512885860134,-0.14814424055289202,-0.16893448785597542,0.9621348986509886,0.061614546982833716,0.006069941436003416,0.26544912922990693,0.5851415462637044,0.04573494441338775,0.8096389175997011,0.0015839203293595734,0.9999999999999996,1.3877787807814457e-17,-2.4882439858542327e-17,-1.3877787807814457e-17,0.9606423578229181,0.17029271107691463,0.1921766839574034,0.10599422179362065,0.8629066995696169,-0.11423598612561654,-0.011253929138840952,0.4921539559840161,0.6605381237072501,-0.04234324019338187,-0.7495960823295216,0.0014664567720262256,1.0,-2.7755575615628914e-17,0.0,-1.1102230246251565e-16
0.03,0.999048677289079,0.016358207540478533,0.04020997358454704,0.004160225635016741,0.9752101506105241,0.009877410874590466,-0.0940154438744755,0.20007172517299568,0.9999890269744823,0.00014952174367375247,0.0013293584168760243,-0.004489585735415108,0.9999983595122021,-5.204170427930421e-18,5.204170427930421e-18,0.001811345606095971,0.9984130586836855,0.0059138506308414295,0.009800016576476353,-0.05513937155703258,0.9975251865951795,0.05534665915876028,0.042519801350427766,-0.008503876841565422,0.9989655746521847,-0.0264176643008576,-9.821464854072037e-08,0.03701199363325017,0.988341727339843,-0.025039864912026446,0.016910207718740133,-0.14922359075894123,0.9897488904264842,-0.009854782000115851,-0.03453520999525752,-0.1382292893776764,0.999640011514222,-1.734723475976807e-18,7.37257477290143e-18,-0.026829971670613212,0.9936490158339802,0.011816589654010494,0.01958161977964013,0.11017514106147905,0.9997368548403649,-0.01805752261750771,-0.013872603807483046,-0.0027744935419243277,0.998965574652185,0.026417664300857596,-9.82146485617539e-08,0.037011993633250195,0.986054164387398,-0.039930888119869966,-0.12545475985206556,-0.10180281085848905,0.972197836042954,-0.0569341872524131,-0.14792035341951118,-0.17236425081655293,0.9628610305346326,0.06103219192667366,0.006012570875657701,0.2629402145315096,0.5844942357697033,0.045761264572571306,0.8101048594624458,0.0015848318650733353,1.0,-6.938893903907228e-18,-8.692590917902532e-17,1.3877787807814457e-17,0.9615051843040175,0.16885452007950477,0.19062518036355405,0.10323745549256551,0.86078774286099,-0.11504994692160213,-0.011334116279780437,0.4956606795598927,0.6592744601643582,-0.04240583482272742,-0.7507041857414964,0.001468624587188161,1.0,-1.6653345369377348e-16,-4.163336342344337e-17,2.7755575615628914e-17
0.04,0.9989839846833468,0.012417862161247292,0.043146127810051484,0.0038995769675220357,0.9767922655771674,0.013477228628374886,-0.09127911767489699,0.19329603434528936,0.9999893704519199,0.00014705715768333245,0.001308486198159032,-0.004418735252809836,0.9999983925110177,1.734723475976807e-18,-1.734723475976807e-18,0.0017930352423839446,0.9974358150865253,0.007515508576533815,0.012454171271519281,-0.07007285873613645,0.9982679077532607,0.046311240570859176,0.03557838502440356,-0.007115607196181803,0.998941495156512,-0.02672321151468713,-9.935060105766697e-08,0.03744007506407336,0.9891674092219175,-0.01911230364431771,0.01513634756462206,-0.1447530564962612,0.9865556912112109,-0.012020676331061034,-0.03845788082319242,-0.15838043718181546,0.9992039409946148,0.0,-3.903127820947816e-18,-0.039893411747180085,0.9951364938849439,0.01034447197715497,0.01714213009072738,0.09644945730198526,0.9999381329670924,-0.008756125424801784,-0.006726850713681668,-0.001345356943916437,0.9989414951565122,0.026723211514687123,-9.93506010251409e-08,0.03744007506407329,0.9862434934971921,-0.03615359981306827,-0.1266507614238805,-0.09988129647617609,0.9721554976538646,-0.05672524640909628,-0.1459658301933509,-0.1743270237718753,0.9636639373903761,0.06038120580682946,0.005948439143516553,0.260135621994271,0.5825651374160252,0.04583944117996329,0.81148880831386,0.001587539324748206,0.9999999999999999,0.0,-9.490834767394984e-17,6.938893903907228e-18,0.9621978761008676,0.16755173306465546,0.19104788255103894,0.09799168611047802,0.8577790160629009,-0.11619250982769973,-0.011446675574079796,0.5005830938819278,0.6570886669154807,-0.042513606831270034,-0.7526120575769827,0.0014723570127426755,0.9999999999999999,0.0,-6.938893903907228e-17,-8.326672684688674e-17
0.05,0.9989174960397058,0.008553353681617106,0.04552559823283863,0.004253957228702855,0.978393255907488,0.017032372193692167,-0.0893486769700736,0.185670000312106,0.9999877094936663,0.0001586641274556773,0.0014065081177836785,-0.00475157050037911,0.999998235257394,-3.469446951953614e-18,-3.469446951953614e-18,0.0018786915920355751,0.996553854470329,0.008710731143655354,0.014434809894565331,-0.08121683671863208,0.9987594183859901,0.039198277311751344,0.030113885642017862,-0.006022718041652594,0.9989028529350696,-0.027206360559573966,-1.011468353075487e-07,0.03811698234738234,0.9901277687165485,-0.01294264673917173,0.014800300474936835,-0.13878198952899326,0.982329145652331,-0.014690096102199252,-0.04263624603852625,-0.1816474640676601,0.9983757379224614,0.0,5.421010862427522e-18,-0.056972677028384044,0.9967208378868342,0.00849742630840484,0.01408133615101223,0.07922803191107544,0.9999982543455457,0.0014708486897873838,0.001129972342628698,0.00022599225139591228,0.9989028529350696,0.027206360559573945,-1.0114683531671021e-07,0.03811698234738231,0.9864381270497588,-0.03291304535330257,-0.12692794265596075,-0.09872107333928644,0.9725152525454297,-0.056257311098942685,-0.14184141730632516,-0.17586986908208327,0.9644464041576201,0.05973943690051358,0.005885215442823402,0.25737073925650045,0.5796531624382769,0.04595670909344227,0.813564784741865,0.001591600618240984,1.0,0.0,-1.1655173354219173e-18,0.0,0.9628499704516265,0.16527257162772746,0.19261979575773697,0.09220914136411644,0.854605018049667,-0.11738150973164596,-0.011563809597419754,0.5057055690864425,0.6544865874728859,-0.04264108432182423,-0.7548687726292161,0.001476771890500106,0.9999999999999999,-5.551115123125783e-17,-1.3877787807814457e-17,-2.7755575615628914e-17
0.06,0.9988692181708579,0.003342629003898499,0.04705927023433213,0.005876810962885057,0.9798828497111522,0.02244976374761912,-0.09052230109976532,0.17644070378807494,0.9999839297123424,0.0001826790790249418,0.0016071348355036277,-0.005433604976042061,0.9999978959775933,-1.734723475976807e-18,-5.204170427930421e-18,0.0020513508687315662,0.9958560710388283,0.009550322748965761,0.015826121945397745,-0.08904499410224012,0.9988542425104794,0.037671330986051944,0.028940816563805427,-0.00578810652770044,0.9988893795331789,-0.02737281102362168,-1.0176565889800926e-07,0.03835018477759812,0.9910960815562339,-0.004309976949351189,0.017840282819548237,-0.13187761573327517,0.9768436349034458,-0.017900464723885064,-0.04691422259865205,-0.20797870571108046,0.9969207301203317,1.734723475976807e-18,-2.6020852139652106e-18,-0.07841592858816737,0.9980457344186608,0.0065620841009292295,0.010874223408680966,0.06118335007358017,0.9999399068687354,0.008629684923772307,0.00662971341455398,0.0013259296746849225,0.9988893795331787,0.027372811023621657,-1.0176565887805994e-07,0.038350184777598106,0.9868771566069501,-0.02826763223367368,-0.12425512161088893,-0.09917198943626421,0.9723935412629309,-0.05559972878885139,-0.1402828569505085,-0.17798930056198856,0.9645744876580624,0.059633676732748546,0.005874796506776147,0.2569151010052245,0.5792806710660683,0.04597164576011831,0.813829206330112,0.0015921179139391668,0.9999999999999999,-6.938893903907228e-18,-8.014964560099092e-17,1.3877787807814457e-17,0.9641163988482979,0.16260492478552102,0.19096823693202533,0.08700770305184825,0.8523029529660638,-0.11823367330311459,-0.011647760275076297,0.5093768786892026,0.6538058377127106,-0.04267428854686889,-0.7554565820858509,0.0014779218393572435,0.9999999999999999,-2.7755575615628914e-17,-4.163336342344337e-17,2.7755575615628914e-17
0.07,0.9988208471802295,-0.0024126322341456122,0.047947999389019585,0.007216910589864379,0.9812863298235723,0.028363594204619754,-0.09068406575061155,0.16747849307931315,0.9999769503402415,0.00022113498528403362,0.0019225268527835763,-0.006507978030748984,0.9999973191354306,2.6020852139652106e-18,4.336808689942018e-18,0.002315539235626579,0.9952813200906998,0.010189658177990593,0.016885583570907307,-0.09500600934782794,0.9989972562634437,0.035243183181127596,0.02707540383819345,-0.005415027642722711,0.9988772915745153,-0.027521287085776065,-1.0231765790874592e-07,0.0385582044951842,0.9922293261241385,0.005098491591217294,0.021665154630379165,-0.12241564784607456,0.9699959482893964,-0.021596701071153603,-0.05104289276924133,-0.23671938218647334,0.9946065830310119,0.0,-3.924811864397526e-17,-0.10371954970676879,0.9991857551264509,0.004236930877291914,0.007021143316387332,0.03950416073853774,0.9997638675156854,0.017105716732802503,0.013141383572025937,0.0026282509295673107,0.9988772915745151,0.027521287085776044,-1.0231765789226605e-07,0.03855820449518421,0.9874323624089749,-0.0232681374602242,-0.1205733084127573,-0.09948869656883298,0.9723623730760468,-0.05481029090959803,-0.13856264104359012,-0.17974326675385988,0.9644562194871249,0.05973133938040007,0.005884417717687468,0.25733585334451536,0.5792888937673656,0.045971316191040223,0.8138233720177479,0.0015921065001029688,1.0000000000000002,0.0,-1.302939960784455e-16,6.938893903907228e-18,0.9654530499246857,0.15946089600683155,0.1893803601838612,0.08128782327293399,0.849882716679405,-0.11912055615279152,-0.011735131313601238,0.5131977666402456,0.6535281862021851,-0.04268781393756982,-0.7556960200654464,0.0014783902588901832,1.0,-8.326672684688674e-17,-1.3877787807814457e-17,2.7755575615628914e-17
0.08,0.9987713481059303,-0.00856317959928042,0.048106923986707885,0.008257725010562664,0.9825882545932038,0.03471239099325158,-0.08966683779117779,0.15898185446000918,0.9999638690627458,0.000281350890656994,0.002402774461231317,-0.008149115634742493,0.9999963529365429,-6.938893903907228e-18,1.734723475976807e-18,0.002700761672783991,0.99492396978951,0.010567507419480485,0.017511728710708177,-0.09852898803288287,0.9991428928610704,0.03258468478280942,0.02503302539105589,-0.005006555960666001,0.9988655560113945,-0.027664670626140416,-1.0285072408588308e-07,0.038759089426669495,0.9934290574972887,0.014867097277223226,0.02550862505638342,-0.1105757079395414,0.9617434386728485,-0.025688627607343986,-0.054811311163275284,-0.26718041236201934,0.9912715895404222,-3.469446951953614e-18,1.496198998029996e-17,-0.13183563922553182,0.9998927655734237,0.001537863394523842,0.0025484388598001097,0.01433868158123297,0.9994261801618194,0.026663337856735907,0.020483979453135737,0.004096755698809795,0.9988655560113944,0.027664670626140416,-1.0285072410236296e-07,0.03875908942666939,0.9880695529096225,-0.018029979947289717,-0.11573986499467621,-0.09998880980936282,0.9725019715316174,-0.05403175803324245,-0.13659964516410336,-0.18072360507691182,0.9640729302298213,0.06004667590424329,0.00591548301518767,0.25869439300385727,0.579244904019657,0.04597307923538357,0.8138545829294933,0.0015921675589238128,1.0,-6.938893903907228e-18,5.000882520589389e-17,0.0,0.9668574161030478,0.15567424317518644,0.18779648881446948,0.07539725278368999,0.8474392710876223,-0.12000676533318122,-0.011822435985767593,0.517015752274637,0.65343608554266,-0.042692298272605955,-0.7557754055815169,0.0014785455631003974,1.0,2.7755575615628914e-17,0.0,-5.551115123125783e-17
0.09,0.998746834883522,-0.013678759490610938,0.04758893322421513,0.00727631661805008,0.9837330102619593,0.03967046056517624,-0.08452592551002866,0.15346330830581068,0.9999380239385331,0.0003774890982538581,0.0031383392778314995,-0.010675046157257034,0.9999947166983646,3.469446951953614e-18,-2.6020852139652106e-18,0.0032506269176280356,0.9944490335240811,0.011049511078287682,0.018310471212184046,-0.10302307834625934,0.9994548459422494,0.025988994316661056,0.019965918312648826,-0.003993144487205211,0.9988376851890695,-0.028002243835440182,-1.0410574171107988e-07,0.03923204030268438,0.9948795771323409,0.02186002739561952,0.02686530626863017,-0.09494746719281305,0.952347125194163,-0.02995802476645633,-0.0579950814534825,-0.2979497279973743,0.986974176277335,0.0,-1.463672932855431e-17,-0.16087875982141275,0.9998018980772105,-0.0020901869003288045,-0.0034637104569956757,-0.01948841783724148,0.9982663520811818,0.046332015000747684,0.03559434487899015,0.007118799135784171,0.9988376851890692,0.028002243835440147,-1.0410574171650089e-07,0.03923204030268451,0.9887947262295264,-0.013854925086543115,-0.11101260883999016,-0.09883942083026252,0.9729843198666388,-0.05361051977509663,-0.1330284252403526,-0.18091673095977193,0.963299788240436,0.060677385825562896,0.005977617242784724,0.26141163118232835,0.5771089238500959,0.04605844420017898,0.8153657862027098,0.0015951239701513845,1.0,0.0,1.610040226140974e-17,0.0,0.9680314582660149,0.15176238699489547,0.18747228403297336,0.06882889233777295,0.8450280468032934,-0.12087244479729113,-0.011907718178152445,0.5207452913395628,0.6533647498957993,-0.04269577081160869,-0.7558368794229191,0.0014786658261770058,1.0,0.0,-4.163336342344337e-17,-5.551115123125783e-17
