time,addbrev_r,addlong_r,addmagDist_r,addmagIsch_r,addmagMid_r,addmagProx_r,bflh_r,bfsh_r,edl_r,ehl_r,fdl_r,fhl_r,gaslat_r,gasmed_r,glmax1_r,glmax2_r,glmax3_r,glmed1_r,glmed2_r,glmed3_r,glmin1_r,glmin2_r,glmin3_r,grac_r,iliacus_r,perbrev_r,perlong_r,piri_r,psoas_r,recfem_r,sart_r,semimem_r,semiten_r,soleus_r,tfl_r,tibant_r,tibpost_r,vasint_r,vaslat_r,vasmed_r,addbrev_l,addlong_l,addmagDist_l,addmagIsch_l,addmagMid_l,addmagProx_l,bflh_l,bfsh_l,edl_l,ehl_l,fdl_l,fhl_l,gaslat_l,gasmed_l,glmax1_l,glmax2_l,glmax3_l,glmed1_l,glmed2_l,glmed3_l,glmin1_l,glmin2_l,glmin3_l,grac_l,iliacus_l,perbrev_l,perlong_l,piri_l,psoas_l,recfem_l,sart_l,semimem_l,semiten_l,soleus_l,tfl_l,tibant_l,tibpost_l,vasint_l,vaslat_l,vasmed_l
0.0,0.01003641,0.01003001,0.01001645,0.0100149,0.01002149,0.01004684,0.01002032,0.08154377,0.03802012,0.0100878,0.01260673,0.01140979,0.01494175,0.01011156,0.0100209,0.01001193,0.01000901,0.01037184,0.01015071,0.01007058,0.01381207,0.02037632,0.01950391,0.01006337,0.20689085,0.04371959,0.08869624,0.03532555,0.19275087,0.09782371,0.16454557,0.01001732,0.01004071,0.01000655,0.1657288,0.09262915,0.01001414,0.01001063,0.0100039,0.01000654,0.01003696,0.01001972,0.01090789,0.03200647,0.01006258,0.01004433,0.07119158,0.01132254,0.03684517,0.01255651,0.01515488,0.01473109,0.01001903,0.01001303,0.01834616,0.08453712,0.03873207,0.03799901,0.01095911,0.01015568,0.01197261,0.01044982,0.01032495,0.01007965,0.01005283,0.01845455,0.02319901,0.01008062,0.01003725,0.01002339,0.0104832,0.14005206,0.04291015,0.01000616,0.01025403,0.10855626,0.01004985,0.01323038,0.01955711,0.01457461
0.01,0.01003911,0.01003033,0.01001786,0.01001619,0.0100233,0.0100521,0.01002295,0.07954338,0.03377782,0.01011514,0.01321245,0.01190425,0.0165454,0.0100785,0.01002328,0.01001318,0.01000978,0.01052626,0.01018365,0.01008436,0.01423039,0.02215013,0.02205899,0.01007492,0.1897454,0.04442509,0.08986853,0.0427275,0.17461137,0.07009362,0.15337814,0.01001984,0.01004626,0.01000653,0.1559227,0.09010828,0.01001396,0.01001103,0.01000403,0.01000677,0.01005557,0.01002897,0.01215898,0.02884478,0.01011677,0.01006321,0.05734066,0.01106427,0.03433196,0.01214922,0.01524427,0.01534911,0.0100203,0.01001429,0.01275677,0.05534064,0.03561288,0.01812341,0.01039529,0.01012604,0.0108957,0.01031533,0.01026627,0.01010205,0.01006414,0.01838315,0.02409123,0.01008333,0.01004758,0.01003571,0.01043432,0.10858799,0.03523589,0.01000685,0.01020906,0.10664846,0.01004896,0.01235365,0.0126754,0.01260361
0.02,0.0111483,0.01441697,0.01004834,0.01003727,0.01009063,0.01286642,0.02870395,0.09404562,0.04186709,0.01007961,0.01766552,0.01745024,0.01513674,0.02670709,0.0100332,0.01002043,0.01002285,0.0100438,0.01005539,0.01005399,0.01019119,0.01026599,0.01031143,0.01693674,0.11340942,0.07054974,0.14323994,0.01113393,0.13633871,0.01001888,0.09970795,0.07060672,0.02489984,0.01000558,0.02941932,0.11000205,0.01001056,0.01001098,0.010004,0.01000673,0.01081658,0.01032307,0.01560036,0.02305106,0.01185648,0.01050125,0.04802583,0.01264312,0.03176241,0.01215168,0.01574582,0.0162073,0.01004667,0.01002454,0.01077233,0.01757557,0.02489796,0.01008153,0.01016898,0.01012664,0.01055336,0.01032295,0.0103592,0.01084495,0.01015303,0.01877914,0.02469783,0.01013629,0.01010623,0.01004904,0.01092743,0.08715625,0.0325834,0.0100081,0.01016848,0.10033886,0.01006076,0.01051418,0.01023583,0.01036905
0.03,0.01035351,0.01113538,0.01004869,0.01003837,0.01007995,0.01126275,0.06725461,0.09487676,0.04438103,0.01007428,0.01925404,0.02202479,0.0116289,0.04164441,0.01003725,0.01002277,0.01002476,0.01004713,0.01006423,0.01006544,0.01014528,0.01018997,0.01023775,0.01929048,0.08877159,0.0767894,0.15478554,0.0130923,0.11008477,0.0100136,0.08798277,0.12584906,0.04393627,0.01000488,0.01512716,0.11988375,0.01000855,0.01000959,0.01000349,0.01000588,0.01238982,0.02202391,0.01028188,0.01023731,0.01056799,0.01047145,0.02910364,0.0241323,0.02628286,0.01062268,0.0140087,0.01545434,0.01018401,0.0100602,0.0100703,0.01005014,0.01005718,0.01035033,0.01014381,0.010097,0.01132531,0.01042911,0.01030216,0.01445951,0.04033916,0.0177816,0.02624394,0.01011829,0.02393432,0.0100186,0.01355273,0.08144026,0.03413437,0.01000963,0.01036215,0.09185572,0.01005086,0.01002679,0.01000962,0.01001694
0.04,0.01062324,0.01049449,0.01005813,0.01004888,0.01010044,0.01203974,0.1057592,0.09718403,0.04861468,0.01006668,0.02298896,0.02682093,0.01268768,0.05144061,0.01005879,0.01003216,0.01002924,0.01013007,0.01020355,0.01019975,0.01070115,0.01124866,0.01197585,0.02391837,0.06271079,0.08504526,0.17010289,0.02519187,0.08165804,0.01001087,0.07793877,0.18199556,0.06357543,0.01000506,0.01271218,0.12799609,0.01000827,0.01000917,0.01000333,0.01000561,0.01328483,0.02602965,0.0102175,0.01010743,0.01066961,0.01152345,0.01427189,0.03673925,0.02770042,0.01182092,0.01715824,0.01900493,0.02843605,0.0125779,0.01008225,0.01003231,0.01003287,0.01856246,0.01089824,0.01043734,0.0205762,0.01474575,0.01256778,0.0205207,0.08815201,0.02247771,0.03265806,0.01073745,0.06186455,0.01001679,0.02378934,0.06807882,0.02948682,0.01001094,0.01627823,0.09938445,0.01003502,0.01001753,0.01000622,0.01001116
0.05,0.0102317,0.01001346,0.01005477,0.01006019,0.0100754,0.01110806,0.14164117,0.10204257,0.05160119,0.01005362,0.02564211,0.03095819,0.01183144,0.05831591,0.01018762,0.01007173,0.01002581,0.01031147,0.01078737,0.0115862,0.01110944,0.01238232,0.01470053,0.02560206,0.03848736,0.0943967,0.18721921,0.04344847,0.05271107,0.01000898,0.07113528,0.23732817,0.08246255,0.010005,0.01147799,0.1363477,0.01000756,0.01000859,0.01000311,0.01000526,0.01243991,0.03391756,0.01007913,0.01004453,0.01026004,0.01119046,0.0107631,0.04718964,0.0292177,0.01171132,0.01941313,0.022687,0.05134707,0.02256724,0.01006124,0.01002357,0.01001922,0.03116425,0.01160098,0.01057916,0.03092474,0.02024528,0.01470405,0.02445826,0.13647124,0.02747205,0.04351166,0.01108758,0.10112814,0.01001509,0.03352105,0.04587179,0.02261213,0.01000849,0.02753699,0.11562809,0.01002246,0.0100104,0.01000382,0.01000675
0.06,0.01008948,0.01005944,0.01006913,0.01005822,0.01008393,0.01008737,0.17332588,0.10881007,0.05303271,0.01005128,0.02676636,0.03396874,0.01067349,0.0595247,0.01021765,0.010087,0.01006033,0.0103182,0.01175568,0.02135071,0.0106056,0.01259639,0.01873594,0.02405573,0.01840208,0.10425757,0.20494269,0.06519967,0.02428647,0.01000773,0.06719811,0.28969823,0.0998473,0.01000487,0.01049663,0.14530265,0.01000685,0.01000819,0.01000296,0.010005,0.01044256,0.04392488,0.01004179,0.01003587,0.01006563,0.01019892,0.01007133,0.05901955,0.02963095,0.01025512,0.01968816,0.02572603,0.06799321,0.04007173,0.01002677,0.01001385,0.0100118,0.04675161,0.01069114,0.01015242,0.04326857,0.02757138,0.01515308,0.02942755,0.18915409,0.03291258,0.05614035,0.01035869,0.14518046,0.01001274,0.04564557,0.02322079,0.01471326,0.01001003,0.04297855,0.13156483,0.01003223,0.01001007,0.01000345,0.01000628
0.07,0.01007485,0.01004506,0.01008334,0.01007846,0.01008451,0.01013089,0.20390565,0.11238031,0.05335739,0.01004785,0.02763194,0.0352734,0.01021454,0.05114539,0.0150014,0.01280973,0.01008625,0.01033483,0.0205789,0.04498901,0.01034229,0.01333004,0.02519138,0.02513842,0.01031169,0.112686,0.21955381,0.0820865,0.01035474,0.01000686,0.06011625,0.33719565,0.1162087,0.01000504,0.01013827,0.1520236,0.01000682,0.01000838,0.01000303,0.01000511,0.01020386,0.05792657,0.01003022,0.01002564,0.01004766,0.01012416,0.01003317,0.06515442,0.02866367,0.01016269,0.02027898,0.02778749,0.07653992,0.05108825,0.01001942,0.01000985,0.01000837,0.06664925,0.0106234,0.01011083,0.05944692,0.04047962,0.02050545,0.03158796,0.25344807,0.0376303,0.06672007,0.01029135,0.19985897,0.01001562,0.05872976,0.0100795,0.01017274,0.01001092,0.06789019,0.13162628,0.01002855,0.01000881,0.01000298,0.01000549
0.08,0.01007203,0.01004222,0.01007465,0.01007574,0.01007799,0.01008273,0.22672701,0.11849072,0.05440363,0.01004439,0.02870628,0.03604156,0.01034034,0.04032823,0.02972622,0.03438768,0.01003175,0.0119204,0.0321128,0.059967,0.01121756,0.01725011,0.03022527,0.02770405,0.01033221,0.12162494,0.23487896,0.09312919,0.01022439,0.01000609,0.05796188,0.37523466,0.12941393,0.010005,0.01019666,0.16368238,0.01000673,0.01000798,0.01000289,0.01000487,0.01032873,0.07929825,0.01002233,0.01001862,0.01003604,0.01014463,0.0100178,0.06210694,0.02556376,0.01015035,0.02083646,0.02736588,0.07429805,0.04868697,0.01001437,0.01000709,0.01000609,0.08964678,0.01288762,0.01019657,0.07890917,0.05615266,0.02999733,0.02755543,0.33057919,0.03941851,0.0723806,0.0115735,0.26743139,0.01010352,0.07121026,0.01002264,0.01005068,0.01001293,0.1042316,0.11338026,0.01002673,0.01000874,0.01000292,0.01000544
0.09,0.01005548,0.01003737,0.01006677,0.0100987,0.0100579,0.0100569,0.24480419,0.12258588,0.05522575,0.01004176,0.02909561,0.03589925,0.01042944,0.02441188,0.04432816,0.0570674,0.01005827,0.01636079,0.04482451,0.07404632,0.01219488,0.02068819,0.0350474,0.02932946,0.01041211,0.12861202,0.24630206,0.10177673,0.01011272,0.01000551,0.05512085,0.40664824,0.14019073,0.01000501,0.01021244,0.17614318,0.01000685,0.01000766,0.01000277,0.01000467,0.01061983,0.10668012,0.01001753,0.01001434,0.01002926,0.01018569,0.01001329,0.07056325,0.02590004,0.01013837,0.02230524,0.02891633,0.07931602,0.05782357,0.01001115,0.01000536,0.01000473,0.1102804,0.0141516,0.01022731,0.09738534,0.07121266,0.03900013,0.03229522,0.40267689,0.04440741,0.08369451,0.01308576,0.33403949,0.01524124,0.08909091,0.0100161,0.01003756,0.0100137,0.1356753,0.10905347,0.0100226,0.01000764,0.01000251,0.01000474
