time,addbrev_r,addlong_r,addmagDist_r,addmagIsch_r,addmagMid_r,addmagProx_r,bflh_r,bfsh_r,edl_r,ehl_r,fdl_r,fhl_r,gaslat_r,gasmed_r,glmax1_r,glmax2_r,glmax3_r,glmed1_r,glmed2_r,glmed3_r,glmin1_r,glmin2_r,glmin3_r,grac_r,iliacus_r,perbrev_r,perlong_r,piri_r,psoas_r,recfem_r,sart_r,semimem_r,semiten_r,soleus_r,tfl_r,tibant_r,tibpost_r,vasint_r,vaslat_r,vasmed_r,addbrev_l,addlong_l,addmagDist_l,addmagIsch_l,addmagMid_l,addmagProx_l,bflh_l,bfsh_l,edl_l,ehl_l,fdl_l,fhl_l,gaslat_l,gasmed_l,glmax1_l,glmax2_l,glmax3_l,glmed1_l,glmed2_l,glmed3_l,glmin1_l,glmin2_l,glmin3_l,grac_l,iliacus_l,perbrev_l,perlong_l,piri_l,psoas_l,recfem_l,sart_l,semimem_l,semiten_l,soleus_l,tfl_l,tibant_l,tibpost_l,vasint_l,vaslat_l,vasmed_l
0.0,0.01005343,0.01004333,0.01003182,0.01002955,0.01003758,0.01006601,0.01002667,0.0361981,0.01875422,0.0298476,0.01077229,0.01028194,0.11434309,0.10371055,0.0100474,0.01002378,0.010015,0.10382465,0.04080579,0.01884116,0.05536267,0.05187104,0.03919082,0.01011811,0.10556266,0.01006563,0.01003544,0.03121408,0.061873,0.04064792,0.05088301,0.01002424,0.01006101,0.0100354,0.09737707,0.08524774,0.11447658,0.01002464,0.01000906,0.01001528,0.01007541,0.01006726,0.01004155,0.01003896,0.0100496,0.0100803,0.01003377,0.02938537,0.01838483,0.0299768,0.01039013,0.01015891,0.09064495,0.14399173,0.01005456,0.010028,0.01001847,0.09546158,0.03119245,0.01142006,0.04912713,0.04158026,0.027404,0.01015116,0.0881235,0.01007114,0.0100386,0.0133616,0.04771671,0.01495115,0.03917049,0.01003337,0.01008371,0.01010362,0.07633358,0.06966733,0.11837338,0.0100295,0.01001091,0.01001841
0.01,0.01005374,0.0100436,0.01003201,0.01002971,0.0100378,0.0100664,0.01002683,0.0359862,0.01828752,0.02959389,0.01083701,0.01030624,0.11279866,0.10543026,0.01004761,0.0100239,0.01001509,0.10295225,0.04044577,0.0186626,0.05495213,0.05151391,0.0389297,0.01011869,0.1049273,0.01006566,0.01003544,0.0310045,0.06154765,0.04050045,0.05057685,0.01002437,0.01006132,0.01003464,0.09676968,0.08582415,0.11444154,0.01002479,0.01000912,0.01001538,0.01007528,0.01006736,0.01004134,0.01003873,0.01004942,0.01008022,0.01003372,0.0296992,0.01788486,0.02967028,0.010415,0.01016652,0.09268267,0.1452171,0.01005405,0.01002776,0.01001836,0.09549624,0.03116595,0.01137055,0.04925101,0.04174446,0.02754768,0.01015168,0.0887267,0.01007124,0.01003865,0.01340392,0.04823221,0.01438058,0.03948017,0.01003332,0.01008394,0.01010179,0.07664895,0.06987182,0.1183254,0.01002919,0.01001079,0.01001822
0.02,0.01005409,0.01004392,0.0100322,0.01002989,0.01003803,0.01006679,0.010027,0.0357655,0.01791935,0.02934733,0.01098574,0.01035972,0.11134863,0.10740287,0.01004785,0.01002403,0.01001518,0.10198445,0.04003274,0.01848395,0.05450127,0.05112397,0.0386542,0.01011924,0.10428352,0.01006585,0.01003553,0.03077812,0.06122912,0.0403211,0.05025405,0.01002453,0.01006168,0.01003384,0.09612533,0.08631259,0.11432694,0.01002492,0.01000917,0.01001546,0.01007484,0.01006716,0.0100411,0.01003848,0.01004915,0.01007986,0.01003385,0.03008492,0.01746667,0.02933415,0.01048233,0.01017539,0.09488538,0.14708988,0.01005394,0.01002763,0.01001826,0.09567734,0.03129114,0.01145223,0.04936501,0.04191989,0.02772978,0.01014965,0.08909074,0.01007157,0.01003882,0.01359915,0.04853731,0.01354495,0.03976085,0.01003351,0.01008526,0.01010831,0.07685524,0.07002282,0.11822523,0.010029,0.01001071,0.0100181
0.03,0.01005447,0.01004429,0.01003241,0.01003008,0.01003828,0.01006721,0.01002719,0.03554577,0.01754769,0.02911283,0.01110597,0.01040853,0.11012225,0.10951915,0.01004807,0.01002416,0.01001528,0.1009458,0.03958513,0.01825771,0.05402262,0.0507172,0.03838007,0.0101199,0.10365451,0.01006623,0.01003573,0.03056095,0.06093643,0.04009369,0.04993034,0.0100247,0.01006206,0.01003331,0.09546673,0.08668859,0.11415079,0.01002505,0.01000922,0.01001554,0.01007425,0.01006653,0.01004091,0.0100383,0.01004889,0.01007944,0.01003422,0.03053919,0.01709203,0.02903468,0.01053801,0.01018616,0.09718534,0.14969323,0.01005397,0.01002759,0.01001819,0.09601442,0.03166904,0.01155802,0.04944187,0.04211297,0.02797944,0.01014828,0.08906368,0.01007211,0.0100391,0.01384224,0.04852484,0.01252843,0.03999618,0.01003412,0.01008734,0.01011089,0.07688927,0.0701815,0.11809748,0.01002866,0.01001058,0.01001788
0.04,0.0100549,0.0100447,0.01003262,0.01003027,0.01003855,0.01006768,0.01002739,0.03533641,0.01720456,0.02890245,0.01120339,0.01045318,0.10921998,0.11168635,0.01004822,0.01002426,0.01001537,0.09985653,0.03911008,0.01799291,0.05352725,0.05030383,0.03811537,0.01012072,0.10306247,0.01006679,0.01003602,0.03036083,0.06068695,0.03980367,0.04961697,0.01002489,0.01006248,0.0100331,0.09480903,0.0869014,0.11392049,0.01002517,0.01000927,0.01001562,0.01007366,0.01006548,0.01004084,0.01003827,0.01004872,0.01007907,0.01003502,0.03114706,0.01679547,0.02878724,0.01059206,0.01020142,0.09957171,0.15308855,0.01005429,0.01002772,0.01001819,0.0964797,0.03228652,0.01172256,0.04945386,0.04228579,0.02826223,0.01014876,0.08854654,0.01007283,0.01003946,0.01414717,0.04811416,0.01150281,0.04017469,0.01003545,0.0100905,0.01010543,0.07660908,0.07051804,0.11788539,0.01002792,0.0100103,0.01001742
0.05,0.01005537,0.01004515,0.01003283,0.01003047,0.01003883,0.01006817,0.01002759,0.03514477,0.0169189,0.02872077,0.01128727,0.01049425,0.10868834,0.11383682,0.01004834,0.01002435,0.01001545,0.09873079,0.03860952,0.0177015,0.05302257,0.04988956,0.03786419,0.01012163,0.10252118,0.01006751,0.01003641,0.03017889,0.06049263,0.03943519,0.04932054,0.01002509,0.01006291,0.01003318,0.09415906,0.08691326,0.11366762,0.01002526,0.01000931,0.01001568,0.01007304,0.0100643,0.0100409,0.0100384,0.01004863,0.01007866,0.01003654,0.03205538,0.01661222,0.02858818,0.01065784,0.01022334,0.10219245,0.1572686,0.01005517,0.01002808,0.01001827,0.09703486,0.03311524,0.01199117,0.04936821,0.04238898,0.02853144,0.01015102,0.08742939,0.01007367,0.01003988,0.01452715,0.04721404,0.01072369,0.04029576,0.01003923,0.01009544,0.01009124,0.07581936,0.07131117,0.11745228,0.01002681,0.01000987,0.01001673
0.06,0.01005588,0.01004565,0.01003304,0.01003065,0.01003911,0.0100687,0.01002779,0.03497511,0.01667925,0.02856674,0.01134105,0.01052257,0.10853524,0.11592414,0.01004838,0.01002441,0.01001552,0.09759053,0.03809355,0.01738428,0.05251704,0.04948287,0.03763438,0.0101227,0.1020372,0.01006839,0.01003687,0.03002329,0.06035917,0.03897189,0.04904707,0.0100253,0.01006336,0.01003363,0.09352483,0.08669717,0.11341488,0.01002533,0.01000934,0.01001573,0.01007251,0.010063,0.01004113,0.01003873,0.01004869,0.01007835,0.01003892,0.03324963,0.01653543,0.0284468,0.0107263,0.01025032,0.10500433,0.16212119,0.01005656,0.01002869,0.01001845,0.09762774,0.03411063,0.01237937,0.04917998,0.04241201,0.02877083,0.01015632,0.08576505,0.01007462,0.01004034,0.0149702,0.04587574,0.01029505,0.04036623,0.01004544,0.01010236,0.0100719,0.07453121,0.07251763,0.11681995,0.01002539,0.01000934,0.01001585
0.07,0.01005393,0.01004683,0.01003238,0.01003005,0.01003823,0.01006464,0.01002787,0.03501663,0.01858798,0.02917782,0.01292339,0.01143608,0.10873842,0.11811789,0.0100543,0.01002533,0.01001541,0.0962653,0.03723738,0.0181417,0.051994,0.04895147,0.03729198,0.01012608,0.1017051,0.01006764,0.01003706,0.02952832,0.06035572,0.0385836,0.04874727,0.01002551,0.01006243,0.01002725,0.09277331,0.0859429,0.11305321,0.01002437,0.01000899,0.01001515,0.01005766,0.01006684,0.01003691,0.01003448,0.01004299,0.01006757,0.01003257,0.03486985,0.01831219,0.02883541,0.01214582,0.01090369,0.10787458,0.167566,0.010079,0.01003302,0.01001789,0.09797814,0.03431498,0.01426821,0.04892874,0.04202724,0.02874832,0.01020942,0.08402231,0.01007394,0.01004049,0.01635346,0.04444364,0.01029404,0.04032377,0.01002653,0.01004533,0.01011017,0.07246518,0.0737939,0.11593585,0.01002541,0.01000929,0.01001581
0.08,0.0100535,0.01004754,0.01003233,0.01003001,0.01003813,0.010064,0.010028,0.03492398,0.01853869,0.02912123,0.01299252,0.01148306,0.10923361,0.12004584,0.01005499,0.01002546,0.01001541,0.09514602,0.03669158,0.01789901,0.05151338,0.04857417,0.0371186,0.01012724,0.10136494,0.01006839,0.01003743,0.029408,0.0603673,0.0379519,0.04853445,0.01002573,0.01006243,0.01002904,0.09218638,0.08525186,0.1128514,0.01002436,0.01000899,0.01001514,0.01005608,0.01006511,0.01003718,0.01003498,0.01004271,0.01006696,0.01003954,0.03573987,0.0184339,0.02883821,0.0122268,0.01094706,0.11040669,0.17283922,0.01008907,0.01003627,0.01001845,0.09847508,0.03541515,0.01494089,0.04865361,0.04201878,0.02902197,0.01025211,0.0820772,0.01007471,0.01004086,0.01693451,0.04298309,0.01014332,0.04028592,0.0100361,0.01009874,0.0100761,0.07114955,0.07400435,0.11565318,0.01002321,0.0100085,0.01001448
0.09,0.01005274,0.01004833,0.0100322,0.0100299,0.01003792,0.01006299,0.01002811,0.03486643,0.01858446,0.02910096,0.01306906,0.01153102,0.10997473,0.12190101,0.01005604,0.01002563,0.01001539,0.09408502,0.03615824,0.01769172,0.05106087,0.04822823,0.03698997,0.0101298,0.10109245,0.01006922,0.01003794,0.02932501,0.06044811,0.03726266,0.0483573,0.01002595,0.0100623,0.01003226,0.09164018,0.08434838,0.11270374,0.01002438,0.01000899,0.01001515,0.01005404,0.01006366,0.01003758,0.01003568,0.01004246,0.01006627,0.01004917,0.03627272,0.01859681,0.02887617,0.01228712,0.01097251,0.11261643,0.17793014,0.01010209,0.01004045,0.01001916,0.09885387,0.03646005,0.01571894,0.04836258,0.04200471,0.02930416,0.01029869,0.0802352,0.01007551,0.01004125,0.01761219,0.04165994,0.01007474,0.04019245,0.01006415,0.01017086,0.01005623,0.07005283,0.07332947,0.1157254,0.0100216,0.01000791,0.0100135
